scrap_date,scrap_time,update_time_GMT,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical,Tot_Cases_1Mpop,Deaths_1Mpop,TotalTests,Tests_1Mpop
2020-08-02,20:00:00,,49,Morocco,36947384,25015,,367,,17960,,6688,31.0,677.0,10.0,1273939,34480.0
2020-08-08,20:00:00,,49,Morocco,36954554,32007,1345.0,480,19.0,22190,642.0,9337,31.0,866.0,13.0,1427635,38632.0
2020-08-12,20:00:00,,49,Morocco,36959334,35195,,533,,25385,,9277,31.0,952.0,14.0,1494096,40425.0
2020-08-16,20:00:00,,49,Morocco,36964114,41017,,632,,28566,,11819,31.0,1110.0,17.0,1583234,42832.0
2020-08-17,20:00:00,,49,Morocco,36965309,42489,,658,,29344,,12487,31.0,1149.0,18.0,1605613,43436.0
2020-08-18,20:00:00,,49,Morocco,36966504,44803,1245.0,714,33.0,31002,1061.0,13087,31.0,1212.0,19.0,1648728,44601.0
2020-08-19,20:00:00,,49,Morocco,36967699,44803,,714,,31002,,13087,31.0,1212.0,19.0,1648728,44599.0
2020-08-20,17:53:00,,49,Morocco,36968894,46313,,743,,31576,,13994,31.0,1253.0,20.0,1670569,45189.0
2020-08-23,21:09:00,,49,Morocco,36972479,52349,1537.0,888,30.0,36343,1303.0,15118,31.0,1416.0,24.0,1758870,47572.0
2020-08-24,17:10:00,,49,Morocco,36973674,52349,,888,,36343,,15118,31.0,1416.0,24.0,1758870,47571.0
2020-08-25,23:00:00,,49,Morocco,36974869,54528,1276.0,955,35.0,38293,815.0,15280,31.0,1475.0,26.0,1802170,48740.0
2020-08-26,22:59:00,,49,Morocco,36976064,55864,1336.0,984,29.0,40586,2293.0,14294,31.0,1511.0,27.0,1824251,49336.0
2020-08-27,23:00:00,,49,Morocco,36977259,57085,1221.0,1011,27.0,41901,1315.0,14173,31.0,1544.0,27.0,1846260,49930.0
2020-08-28,23:01:00,,49,Morocco,36978454,58489,1404.0,1052,41.0,43049,1148.0,14388,31.0,1582.0,28.0,1868545,50531.0
2020-08-29,12:29:00,,49,Morocco,36979649,58489,,1052,,43049,,14388,31.0,1582.0,28.0,1868545,50529.0
2020-08-30,23:00:00,,49,Morocco,36980844,61399,1343.0,1111,33.0,46355,1737.0,13933,31.0,1660.0,30.0,1890964,51134.0
2020-08-31,18:58:00,,49,Morocco,36982039,61399,,1111,,46355,,13933,31.0,1660.0,30.0,1890964,51132.0
2020-09-01,23:00:00,,49,Morocco,36983234,63781,1191.0,1184,43.0,48922,1327.0,13675,31.0,1725.0,32.0,1956416,52900.0
2020-09-02,23:01:00,,49,Morocco,36984429,65453,1672.0,1216,32.0,50357,1435.0,13880,31.0,1770.0,33.0,1978840,53505.0
2020-09-03,23:01:00,,49,Morocco,36985624,66855,1402.0,1253,37.0,51223,866.0,14379,31.0,1808.0,34.0,2001124,54105.0
2020-09-04,07:01:00,,49,Morocco,36986819,66855,,1253,,51223,,14379,193.0,1808.0,34.0,2001124,54104.0
2020-09-05,23:31:00,,49,Morocco,36988014,70160,1555.0,1329,37.0,53929,1446.0,14902,189.0,1897.0,36.0,2046496,55329.0
2020-09-06,18:30:00,,49,Morocco,36989209,70160,,1329,,53929,,14902,189.0,1897.0,36.0,2046496,55327.0
2020-09-07,23:39:00,,49,Morocco,36990404,73780,1386.0,1394,33.0,56096,822.0,16290,201.0,1995.0,38.0,2070053,55962.0
2020-09-08,22:10:00,,49,Morocco,36991599,75721,1941.0,1427,33.0,57239,1143.0,17055,240.0,2047.0,39.0,2115390,57186.0
2020-09-09,22:01:00,,49,Morocco,36992794,77878,2157.0,1453,26.0,59723,2484.0,16702,240.0,2105.0,39.0,2115390,57184.0
2020-09-10,22:01:00,,49,Morocco,36993989,79767,1889.0,1491,38.0,61850,2127.0,16426,251.0,2156.0,40.0,2160798,58409.0
2020-09-11,22:00:00,,49,Morocco,36995185,79767,,1491,,61850,,16426,251.0,2156.0,40.0,2160798,58408.0
2020-09-12,22:22:00,,49,Morocco,36996380,84435,2238.0,1553,29.0,65867,1673.0,17015,252.0,2282.0,42.0,2207396,59665.0
2020-09-13,22:01:00,,49,Morocco,36997575,86686,2251.0,1578,25.0,67528,1661.0,17580,266.0,2343.0,43.0,2230069,60276.0
2020-09-14,22:04:00,,49,Morocco,36998770,88203,1517.0,1614,36.0,68970,1442.0,17619,275.0,2384.0,44.0,2251763,60860.0
2020-09-15,21:00:00,,49,Morocco,36999965,90324,2121.0,1648,34.0,71047,2077.0,17629,263.0,2441.0,45.0,2274042,61461.0
2020-09-16,21:01:00,,49,Morocco,37001160,92016,1692.0,1686,38.0,72968,1921.0,17362,261.0,2487.0,46.0,2295811,62047.0
2020-09-18,20:01:00,,49,Morocco,37003550,94504,,1714,,74930,,17860,261.0,2554.0,46.0,2295811,62043.0
2020-09-19,21:00:00,,49,Morocco,37004745,99816,2552.0,1795,40.0,79008,2318.0,19013,264.0,2697.0,49.0,2342307,63297.0
2020-09-20,22:31:00,,49,Morocco,37005940,101743,1927.0,1830,35.0,80732,1724.0,19181,279.0,2749.0,49.0,2389115,64560.0
2020-09-21,21:01:00,,49,Morocco,37007135,103119,1376.0,1855,25.0,84158,3426.0,17106,300.0,2786.0,50.0,2410576,65138.0
2020-09-22,21:01:00,,49,Morocco,37008330,105346,2227.0,1889,34.0,85883,1725.0,17574,277.0,2847.0,51.0,2433869,65765.0
2020-09-23,19:58:00,,49,Morocco,37009525,105346,,1889,,85883,,17574,277.0,2846.0,51.0,2433869,65763.0
2020-09-24,21:00:00,,49,Morocco,37010720,110099,2356.0,1956,38.0,90186,1942.0,17957,289.0,2975.0,53.0,2481151,67039.0
2020-09-25,21:00:00,,49,Morocco,37011915,110099,,1956,,90186,,17957,289.0,2975.0,53.0,2481151,67037.0
2020-09-26,21:00:00,,49,Morocco,37013110,115241,2719.0,2041,43.0,94150,2218.0,19050,374.0,3114.0,55.0,2529397,68338.0
2020-09-27,22:45:00,,49,Morocco,37014305,117685,2444.0,2069,28.0,95591,1441.0,20025,369.0,3179.0,56.0,2553350,68983.0
2020-09-28,22:00:00,,49,Morocco,37015500,119107,1422.0,2113,44.0,97468,1877.0,19526,415.0,3218.0,57.0,2575657,69583.0
2020-09-29,21:35:00,,49,Morocco,37016695,121183,2076.0,2152,39.0,100253,2785.0,18778,440.0,3274.0,58.0,2598486,70198.0
2020-09-30,22:00:00,,49,Morocco,37017890,123653,2470.0,2194,42.0,102715,2462.0,18744,432.0,3340.0,59.0,2621314,70812.0
2020-10-01,21:31:00,,49,Morocco,37019085,126044,2391.0,2229,35.0,104136,1421.0,19679,437.0,3405.0,60.0,2643860,71419.0
2020-10-02,22:36:00,,49,Morocco,37020280,126044,,2229,,104136,,19679,437.0,3405.0,60.0,2643860,71417.0
2020-10-03,22:24:00,,49,Morocco,37021475,131228,2663.0,2293,30.0,108687,2643.0,20248,440.0,3545.0,62.0,2689136,72637.0
